"","PreK_Type","Borough","LocName","phone","address","Email","Website","lat","lon","zip","Seats","Length","Meal_Plan","Playspace","Extended_Day_Care","Priority"
"1481","DOE","Bronx","P.S. 3 Raul Julia Micro Society","718-584-1899","2100 Lafontaine Ave","mortiz21@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x003",40.8501633,-73.8916561,10457,60,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1482","DOE","Bronx","P.S. / M.S. 004 Crotona Park West","718-583-6655","1701 Fulton Ave","vresto@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x004",40.8412417,-73.8984918,10457,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1483","DOE","Bronx","P.S. 5 Port Morris","718-292-2683","564 Jackson Ave","mpadill@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/x005",40.8136127,-73.9084287,10455,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1484","DOE","Bronx","P.S. 006 West Farms","718-542-7676","1000 East Tremont Ave","jyoung6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/x006",40.8406052,-73.8821899,10460,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1485","DOE","Bronx","P.S. 9 Ryer Avenue Elementary School","718-584-3291","230 East 183 St","jbailey5@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x009",40.8568025,-73.8989065,10458,98,"Full Day","Breakfast/Lunch/Snacks","Indoor","Contact agency","None"
"1486","DOE","Bronx","P.S. 016 Wakefield","718-324-1262","4550 Carpenter Ave","ywillia5@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x016",40.9023697,-73.8545464,10470,54,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1487","DOE","Bronx","P.S. 018 John Peter Zenger","718-292-2868","502 Morris Ave","lsewell3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/x018",40.8162486,-73.9225849,10451,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1488","DOE","Bronx","P.S. 20 Pogeorge J Werdan III","718-515-9370","3050 Webster Ave","jriley3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x020",40.8696176,-73.8790124,10467,18,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1489","DOE","Bronx","P.S. 023 The New Children's School","718-584-3992","2151 Washington Ave","storres3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x023",40.8533597,-73.8947984,10457,48,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1490","DOE","Bronx","P.S. 025 Bilingual School","718-292-2995","811 East 149 St","ctoledo@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/x025",40.8128539,-73.9057252,10455,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1491","DOE","Bronx","P.S. 028 Mount Hope","718-583-6444","1861 Anthony Ave","sbeckle@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x028",40.8483384,-73.9037018,10457,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1492","DOE","Bronx","P.S. / M.S. 029 Melrose School","718-292-3785","758 Courtlandt Ave","inquiries@psms29.com","http://schools.nyc.gov/schoolportals/07/x029",40.8216111,-73.9167681,10451,28,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1493","DOE","Bronx","P.S. 030 Wilton","718-292-8817","510 East 141 St","dmichau@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/x030",40.8090647,-73.9175195,10454,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1494","DOE","Bronx","P.S. / M.S. 031 The William Lloyd Garrison","718-292-4397","250 East 156 St","jhunnew@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/x031",40.8225387,-73.9214871,10451,54,"Full Day","Breakfast/Lunch","Indoor","Contact agency","None"
"1495","DOE","Bronx","P.S. 032 Belmont","718-584-3645","690 East 183 St","ARosami@schools.nyc.gov","",40.8520947,-73.885739,10458,40,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1496","DOE","Bronx","P.S. 033 Timothy Dwight","718-584-3926","2424 Jerome Ave","jraxach@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x033",40.8616747,-73.901633,10468,36,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Contact agency","None"
"1497","DOE","Bronx","P.S. 036 Unionport","718-822-5345","1070 Castle Hl Ave","emaresca@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x036",40.829446,-73.849749,10472,54,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1498","DOE","Bronx","P.S. 042 Claremont","718-583-7366","1537 Washington Ave","osolis@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x042",40.8385594,-73.9030255,10457,28,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1499","DOE","Bronx","P.S. 043 Jonas Bronck","718-292-4502","165 Brown Pl","gdelucc@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/x043",40.8064193,-73.9214243,10454,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1500","DOE","Bronx","P.S. 044 David C Farragut","718-583-2360","1825 Prospect Ave","mharrow2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/x044",40.8426051,-73.890915,10457,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (offsite)","Contact agency","None"
"1501","DOE","Bronx","P.S. 048 Joseph R Drake","718-589-4312","1290 Spofford Ave","rcardon2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x048",40.8142282,-73.886889,10474,108,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1502","DOE","Bronx","P.S. 049 Willis Avenue","718-292-4623","383 East 139 St","fhernandez2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/x049",40.810342,-73.9226265,10454,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1503","DOE","Bronx","P.S. 051 Bronx New School","718-733-0347","695 East 182nd St","psmith2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x051",40.8506322,-73.8865305,10457,36,"Full Day","Breakfast/Lunch","Indoor","Contact agency","None"
"1504","DOE","Bronx","P.S. 053 Basheer Quisim","718-681-7276","360 East 168 St","cwolfe@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x053",40.832774,-73.9118312,10456,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1505","DOE","Bronx","P.S. / I.S. 54","718-584-4203","2703 Webster Ave","mferrei@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x054",40.8649367,-73.8877927,10458,60,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1506","DOE","Bronx","P.S. 055 Benjamin Franklin","718-681-6227","450 Saint Paul's Pl","mfalu@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x055",40.8359726,-73.9048381,10456,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1507","DOE","Bronx","P.S. 057 Crescent","718-367-9446","2111 Crotona Ave","bromano@schools.nyc.gov","http://ps57crescent.com",40.8487109,-73.8889123,10457,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1508","DOE","Bronx","P.S. 058","718-583-6866","459 East 176 St","vgunn@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x058",40.8462754,-73.8988781,10457,36,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1509","DOE","Bronx","P.S. 059 The Community School Of Technology","718-584-4730","2185 Bathgate Ave","sbasu@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x059",40.8530603,-73.8934211,10457,64,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1510","DOE","Bronx","P.S. 061 Francisco Oller","718-542-7230","1550 Crotona Park East","pquigle@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/x061",40.8363593,-73.8927497,10460,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1511","DOE","Bronx","P.S. 062 Inocensio Casanova","718-585-1617","660 Fox St","lmanfre2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x062",40.8138751,-73.9001902,10455,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1512","DOE","Bronx","P.S. 063 Author's Academy","718-589-3058","1260 Franklin Ave","rdiaz15@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x063",40.8308954,-73.9023857,10456,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1513","DOE","Bronx","P.S. 065 Mother Hale Academy","718-292-4628","677 East 141 St","jgonzalez@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/x065",40.8077306,-73.9127678,10454,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1514","DOE","Bronx","P.S. 066 School Of Higher Expectations","718-319-2820","1001 Jennings St","","http://schools.nyc.gov/schoolportals/12/x066",40.8313935,-73.8865838,10460,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1515","DOE","Bronx","P.S. 067 Mohegan School","718-823-4101","2024 Mohegan Ave","jsantia7@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/x067",40.8438837,-73.8843165,10460,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1516","DOE","Bronx","P.S. 068 Bronx","718-324-2854","4011 Monticello Ave","chelfri@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x068",40.8914606,-73.8385673,10466,18,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1517","DOE","Bronx","P.S. 069 Journey Prep School","718-378-4736","560 Thieriot Ave","sdurant@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x069",40.8168367,-73.8605406,10473,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1518","DOE","Bronx","P.S. 072 Dr. William Dorney","718-822-5311","2951 Dewey Ave","mcolon@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x072",40.8231581,-73.8181364,10465,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1519","DOE","Bronx","P.S. 073 Bronx","718-681-6776","1020 Anderson Ave","vbueno@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x073",40.8326204,-73.9264852,10452,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1520","DOE","Bronx","P.S. 75 School Of Research And Discovery","718-860-1630","984 Faile St","mgonzalez3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x075",40.82229,-73.88896,10459,66,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1521","DOE","Bronx","Bedford Park Elementary School","718-696-6400","3177 Webster Ave","bpesx77@gmail.com","http://schools.nyc.gov/schoolportals/10/x077",40.872439,-73.875912,10467,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1522","DOE","Bronx","P.S. 078 Anne Hutchinson","718-652-1244","1400 Needham Ave","cskerri@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x078",40.8784651,-73.8505799,10469,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1523","DOE","Bronx","P.S. 085 Great Expectations","718-584-5275","2400 Marion Ave","THusted@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x085",40.8588521,-73.8948287,10458,90,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1524","DOE","Bronx","P.S. 086 Kingsbridge Heights","718-584-5585","2756 Reservoir Ave","ftyson@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x086",40.8698472,-73.8982631,10468,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1525","DOE","Bronx","P.S. 089 Bronx","718-653-0835","980 Mace Ave","rmartin72@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x089",40.8625634,-73.8592019,10469,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1526","DOE","Bronx","P.S. 092 Bronx","718-731-7900","700 East 179 St","chall6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/x092",40.8463352,-73.8893226,10457,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1527","DOE","Bronx","P.S. 093 Albert G Oliver","718-430-1700","1535 Story Ave","jkaplan15@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x093",40.822513,-73.877255,10473,66,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1528","DOE","Bronx","P.S. 095 Sheila Mencher","718-796-9200","3961 Hillman Ave","sdavis6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/x095",40.8830219,-73.891672,10463,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"1529","DOE","Bronx","P.S. 097 Bronx","718-655-4446","1375 Mace Ave","kbornka@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x097",40.8630715,-73.8469469,10469,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1530","DOE","Bronx","P.S. 100 Isaac Clason","718-842-1461","800 Taylor Ave","caltman3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x100",40.8219102,-73.8626151,10473,36,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1531","DOE","Bronx","P.S. 106 Parkchester","718-892-1006","2120 St Raymond's Ave","emontal@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x106",40.8371047,-73.8548399,10462,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1532","DOE","Bronx","P.S. 107","718-860-8760","1695 Seward Ave","khamm2@schools.nyc.gov","http://ps107x.org",40.8188865,-73.8686089,10473,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"1533","DOE","Bronx","P.S. 108 Philip J Abinanti","718-863-9829","1166 Neill Ave","csperra@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x108",40.8545351,-73.8529191,10461,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1534","DOE","Bronx","P.S. 109 Sedgwick","718-583-8878","1771 Popham Ave","jclaudi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x109",40.8516372,-73.9187717,10453,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1535","DOE","Bronx","P.S. 110 Theodore Schoenfeld","718-861-0759","580 Crotona Park South","dperez@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x110",40.8349726,-73.9003037,10456,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1536","DOE","Bronx","P.S. 111 Seton Falls","718-881-2418","3740 Baychester Ave","aburrell@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x111",40.884355,-73.839263,10466,46,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1537","DOE","Bronx","P.S. 112 Bronxwood","718-654-6377","1925 Schieffelin Ave","sbarnes2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x112",40.8847919,-73.8439954,10466,38,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1538","DOE","Bronx","P.S. 119","718-822-5198","1075 Pugsley Ave","ltyner@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x119",40.8284926,-73.8565714,10472,36,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1539","DOE","Bronx","P.S. 121 Throop","718-654-2055","2750 Throop Ave","gmartin9@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x121",40.8669435,-73.8504668,10469,36,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Contact agency","None"
"1540","DOE","Bronx","P.S. 126 Dr. Marjorie H Dunbar","718-681-6120","175 West 166 St","nkeefoster@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/x126",40.8362011,-73.9283456,10452,90,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1541","DOE","Bronx","P.S. 130 Abram Stevens Hewitt","718-665-0962","750 Prospect Ave","lvelazq@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x130",40.8177775,-73.9018306,10455,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1542","DOE","Bronx","P.S. 134 George F Bristow","718-328-3351","1330 Bristow St","kthomas@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/x134",40.831595,-73.894227,10459,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1543","DOE","Bronx","P.S. 138 Samuel Randall","718-822-5325","2060 Lafayette Ave","lcarrol@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x138",40.8223735,-73.8528307,10473,72,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1544","DOE","Bronx","P.S. X140 The Eagle School","718-585-1205","916 Eagle Ave","pcannon@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x140",40.8233742,-73.907378,10456,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1545","DOE","Bronx","P.S. 146 Edward Collins","718-378-9664","968 Cauldwell Ave","jsander@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x146",40.8251247,-73.90592,10456,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1546","DOE","Bronx","P.S. 150 Charles James Fox","718-328-7729","920 East 167 St","eirizar2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/x150",40.8261982,-73.8942729,10459,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1547","DOE","Bronx","P.S. 152 Evergreen","718-589-4560","1007 Evergreen Ave","flynch@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/x152",40.8239782,-73.880504,10472,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1548","DOE","Bronx","P.S. 153 Helen Keller","718-904-5550","650 Baychester Ave","MKelley5@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/x153",40.8730453,-73.8333448,10475,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1549","DOE","Bronx","P.S. 154 Jonathan D Hyatt","718-292-4742","333 East 135 St","acoviello@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/x154",40.8082547,-73.9257485,10454,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
