LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,zip,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
XAMT,NYCEEC,X,East Side House,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-292-5335,375 East 143rd St,10454,1,38,1006041,235409,dcolon@eastsidehouse.org,http://eastsidehouse.org,3,4,2,07XAMT
XAMV,NYCEEC,X,Children's Pride,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-401-4242,414 Morris Ave,10451,1,29,1005446,236393,dcolon@eastsidehouse.org,http://eastsidehouse.org,3,4,2,07XAMV
XAMW,NYCEEC,X,East Side House,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-993-3692,200 Alexander Ave,10454,1,19,1004851,234005,dcolon@eastsidehouse.org,http://eastsidehouse.org,3,4,2,07XAMW
XAMZ,NYCEEC,X,Philip H Michaels CDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-665-9410,629 Courtlandt Ave,10451,1,126,1006695,237487,yunkim55@hotmail.com,http://phmny.org,3,7,1,07XAMZ
XANA,NYCEEC,X,South Bronx Head Start I,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-292-7250,490 East 143rd St,10454,1,35,1006976,234773,southbronxhs@aol.com,http://southbronxheadstart.com,3,7,2,07XANA
XANC,NYCEEC,X,"Salvation Army, Bronx Citadel",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-742-2346,425 E 159th St,10451,1,20,1008222,239041,valerie.toon@use.salvationarmy.org,,7,3,1,07XANC
XANI,NYCEEC,X,Ivy League Early Learning Academy,,718-239-5275,4022 East Tremont Ave,10465,1,90,1034629,237946,bronx@ivyleagueearlylearning.com,http://ivyleagueearlylearning.com,3,3,1,08XANI
XANJ,NYCEEC,X,"Just 4 Kids Soundview Center, Inc.",,917-995-8041,214 - 216 Soundview Ave,10473,1,20,1024332,234371,djust4kids@aol.com,,3,6,1,08XANJ
XANK,NYCEEC,X,Just 4 Kids Kiddie Kollege,,917-995-8041,781 Castle Hl Ave,10473,1,18,1025921,239130,Djust4kids@aol.com,,3,3,2,08XANK
XANN,NYCEEC,X,Gwendolyn Bland Dc,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-991-1050,749 East 163rd St,10456,1,39,1010834,239321,KNorfleet@sebnc.org,http://sebnc.org,3,7,1,08XANN
XANT,NYCEEC,X,Louis A Fickling CDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-538-7135,1240 Webster Ave,10456,1,24,1009415,242608,La_ficklingcdc@yahoo.com,http://claremontcenter.org,3,8,1,09XANT
XANU,NYCEEC,X,Help II,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-498-4002,285 East 171st St,10457,1,23,1009073,244994,cviruet@helpusa.org,,3,7,1,09XANU
XANV,NYCEEC,X,Highbridge Advisory Council Doris East Stone Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-681-5888,1165 University Ave,10452,1,25,1003919,244672,afrancis@hacfs.com,http://hacfs.org,3,8,2,09XANV
XANW,NYCEEC,X,Highbridge Advisory Council Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-992-1321,880 Riv Ave,10452,1,47,1004909,241051,bhernandez@hdst.org,http://hacfamilyservices.org/,3,8,2,09XANW
XANX,NYCEEC,X,Highbridge Advisory Council Marshall England ELC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-742-2369,800 Concourse Vlg East,10451,1,40,1006652,239509,Childcare@hacfs.com,http://hacfs.org,5,9,3,07XANX
XANZ,NYCEEC,X,Walton ( Center #5 ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-542-1161,1871 Walton Ave,10453,1,109,1009205,248531,ahoward@lapen.com,,3,7,2,09XANZ
XAOA,NYCEEC,X,Promesa Multi - Cultural DCC II,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-649-3267,300 East 175th St,10457,1,74,1010673,247693,awhite@promesa.org,http://promesa.org,7,6,2,09XAOA
XAOB,NYCEEC,X,South Bronx Head Start II,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-292-7250,141 Featherbed Ln,10452,1,46,1006301,247653,southbronxhs3@aol.com,,5,9,3,09XAOB
XAOC,NYCEEC,X,South Bronx III,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-538-4112,1458 Webster Ave,10456,1,36,1010280,244553,Southbronxhs3@aol.com,,5,9,3,09XAOC
XAOD,NYCEEC,X,Bronxworks,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-508-3054,1130 Grand Concourse,10456,1,37,1006701,242570,oadegoke@bronxworks.org,http://bronxworks.org,3,4,1,09XAOD
XAOF,NYCEEC,X,Tremont Monterey DCC II,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-466-6700,1600 Bathgate Ave,10457,1,32,1011650,245000,tmdccsiteii@aol.com,http://tremontmonterey.com,3,4,1,09XAOF
XAOI,NYCEEC,X,Sharon Baptist - Center IV,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-466-1604,1925 Bathgate Ave,10457,1,46,1012697,247994,orchidsmjj@aol.com,http://sharonbaptistheadstart.org,3,7,2,09XAOI
XAOK,NYCEEC,X,Seventh Avenue Center For Family Services,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-901-0140,1646 Montgomery Ave,10453,1,31,1006412,248497,info@7thavenuecenter.org,,3,6,2,09XAOK
XAOL,NYCEEC,X,St. Nicholas Of Tolentine Head Start,,718-364-7608,2331 University Ave,10468,3,18,1010252,253344,msuarez@cmcs.org,http://cmcs.org,3,2,1,10XAOL
XAOM,NYCEEC,X,Belmont CDC Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-584-1576,2340 Cambreleng Ave,10458,1,104,1016011,250310,bcdaycare@verizon.net,http://belmontdaycare.org,2,3,1,10XAOM
XAON,NYCEEC,X,Brenda's Playschool,,718-796-5048,3930 Bailey Ave,10463,1,12,1013286,261771,Brendacaceres@aol.com,,5,6,1,10XAON
XAOR,NYCEEC,X,Kingsbridge Montessori School,,718-561-8111,2500 Jerome Ave,10468,1,36,1012039,254055,jasmineedu@aol.com,http://riverdalekingsbridgemontessori.com,7,4,1,10XAOR
XAOS,NYCEEC,X,Riverdale Montessori School,,718-543-4884,5705 Mosholu Ave,10471,1,38,1011806,269258,jasmineedu@aol.com,http://riverdalekingsbridgemontessori.com,7,7,1,10XAOS
XAOT,NYCEEC,X,Kingsbridge Heights Community Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-884-0700,3101 Kingsbridge Ter,10463,1,41,1011744,259002,ydisla@khcc-nyc.org,http://khcc.org,3,3,1,10XAOT
XAOU,NYCEEC,X,Marble Hill Nursery School,,718-562-7055,5470 Broadway,10463,1,40,1009996,258430,marblehill5470@aol.com,http://marblehillnurseryschool.org,8,7,1,10XAOU
XAOV,NYCEEC,X,Marc Academy And Family Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-562-3410,2105 Jerome Ave,10453,1,56,1010084,250789,drodriguez@marcafc.org,http://marcafc.org,3,8,2,10XAOV
XAOW,NYCEEC,X,Mosholu Montefiore Community Center - Northside Annex,,718-405-0020,3512 Dekalb Ave,10467,1,20,1017452,260836,imelendez@mmcc.org,http://mmcc.org,3,7,1,10XAOW
XAOX,NYCEEC,X,CDC Of Mosholu Montefiore CC,,718-882-4000,3450 Dekalb Ave,10467,3,144,1017203,260454,cmorello@mmcc.org,http://mmc.org,1,7,1,10XAOX
XAPA,NYCEEC,X,"Riverdale Neighborhood House, Inc.",,718-549-8100,5521 Mosholu Ave,10471,1,72,1010824,268413,Kpowers@riverdaleonline.org,http://riverdaleonline.org,5,3,1,10XAPA
XAPB,NYCEEC,X,Riverdale Presbyterian Church And Nursery School,,718-548-8260,4765 Henry Hudson Pkwy West,10471,3,40,1009462,265716,bmerceinrpcns@gmail.com,http://rpcns.com,8,3,2,10XAPB
XAPC,NYCEEC,X,Riverdale Temple Nursery School,,718-796-0335,4545 Independence Ave,10471,1,31,1008351,264156,nsdirector.rtns@gmail.com,,8,3,2,10XAPC
XAPD,NYCEEC,X,Riverdale Y Early Childhood Program,,347-913-4445,5625 Arlington Ave,10471,1,36,1009650,269077,mfinkel@riverdaley.org,http://riverdaley.org,7,3,1,10XAPD
XAPE,NYCEEC,X,Spuyten Duyvil Preschool,,718-549-1525,3041 Kingsbridge Ave,10463,1,36,1009812,259691,director@spuytenduyvilpreschool.org,http://spuytenduyvilpreschool.org,8,7,1,10XAPE
XAPH,NYCEEC,X,Round The Clock Nursery,,718-329-6023,2380 Marion Ave,10458,1,100,1013188,251996,faith.shein@oundtheclocknursery.org,http://roundtheclocknursery.org,3,7,1,10XAPH
XAPI,NYCEEC,X,St. Dominics Torch,,718-365-7238,2340 Andrews Ave,10468,5,36,1010129,253401,erosally@sdomhome.org,http://stdominicshome.org,2,2,2,10XAPI
XAPK,NYCEEC,X,Salvation Army Tremont,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-337-7254,2121 Washington Ave,10457,1,40,1013186,249763,Scott.See@use.salvationarmy.org,http://salvationarmy.org,3,3,1,10XAPK
XAPN,NYCEEC,X,1199 Future Of America Learning Center,,718-562-2915,2500 Creston Ave,10468,1,60,1012506,253623,Erica.Vincenty@1199ccc.org,,5,9,3,10XAPN
XAPP,NYCEEC,X,Bronx House 1,,718-792-1800,990 Pelham Pkwy South,10461,1,90,1022819,251399,serene@bronxhouse.org,http://bronxhouse.org,8,1,1,11XAPP
XAPQ,NYCEEC,X,Bronx House 2,,718-792-1800,2222 Wallace Ave,10467,1,72,1021784,252051,serene@bronxhouse.org,http://bronxhouse.org,8,7,2,11XAPQ
XAPT,NYCEEC,X,"Little Stars School, Inc.",,718-994-0604,4063 Edson Ave,10466,1,76,1027284,264123,lstarsassistant@aol.com,http://littlestarspreschools.com,3,7,1,11XAPT
XAPU,NYCEEC,X,North Bronx Ncnw CDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-231-7100,4035 White Plns Rd,10466,1,81,1023021,263428,Rdavis82@gmail.com,,3,3,1,11XAPU
XAPV,NYCEEC,X,Rainbow Rhymes Learning Center,,718-882-2388,4041 Bruner Ave,10466,1,18,1026559,263889,rrlcbest@yahoo.com,,5,9,3,11XAPV
XAPW,NYCEEC,X,United Educare Preschool,,718-882-4706,3950 Bronxwood Ave,10466,1,54,1024391,261850,ueccc@aol.com,,3,6,1,11XAPW
XAPX,NYCEEC,X,Williamsbridge Naacp Early Childhood Education Center,,718-798-1262,670 East 219th St,10467,1,54,1021942,261246,WillmsbrdgeECEC@aol.com,http://williamsbridge-ecec.org,2,4,2,11XAPX
XAPY,NYCEEC,X,Susan Wagner Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-547-1735,1140 East 229th St,10466,1,66,1027010,262121,Laura7r@aol.com,,3,7,1,11XAPY
XAPZ,NYCEEC,X,St. Anthony I,,718-823-7202,1750 Mansion St,10460,3,18,1020376,244553,nsoto@cmcs.org,http://cmcs.org,3,2,1,12XAPZ
XAQA,NYCEEC,X,Tremont Crotona,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-378-5600,1600 Crotona Park East,10460,1,55,1014345,244075,virgo_karlene@yahoo.com,,3,8,1,12XAQA
XAQK,NYCEEC,X,Saints Philip & James School,,718-882-4576,1160 East 213th St,10469,1,54,1025045,258216,school@spjschool.org,http://stsphilipandjameschurch.com,3,1,1,11XAQK
XAQL,NYCEEC,X,Corry Academy,,718-994-4650,4321 Barnes Ave,10466,1,156,1024860,265557,bmccrory@sfabx.com,http://sfabx.com,3,3,2,11XAQL
XAQS,NYCEEC,X,Happy Days @ Riverdale,,718-601-1300,2975 Independence Ave,10463,1,18,1006704,261059,happydaysrd@gmail.com,http://renanimpreschool.com,3,4,1,10XAQS
XAQY,NYCEEC,X,Susan Wagner Victory,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-655-5500,3440 White Plns Rd,10467,1,31,1021233,258503,Swagner3440@gmail.com,,3,7,1,11XAQY
XAQZ,NYCEEC,X,Mid Bronx CCRP ECC 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-590-7042,1125 Grand Concourse,10452,1,131,1006307,242701,dmoon@midbronx.org,http://midbronx.org,3,6,1,09XAQZ
XARA,NYCEEC,X,"HCC Children's Center, Inc.",,718-518-4209,475 Grand Concourse,10451,3,36,1004188,237336,pmartinez@hostos.cuny.edu,http://hostos.cuny.edu,2,7,2,07XARA
XARC,NYCEEC,X,Fulton ( Center #4 ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-542-1161,1717 Fulton Ave,10457,1,54,1012465,245969,ngomez@lapen.com,,3,7,2,09XARC
XARD,NYCEEC,X,Bronx ELC,,718-466-3915,1887 Bathgate Ave,10457,1,16,1012610,247677,snissim@voa-gny.org,http://voa-gny.org,3,3,2,09XARD
XARG,NYCEEC,X,Monsignor Boyle,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-405-7824,3044 Hull Ave,10467,1,56,1017576,256812,epabon@cmcs.org,http://cmcs.org,3,4,1,10XARG
XARH,NYCEEC,X,Leake And Watts Head Start,,718-904-1689,2165 Randall Ave,10473,3,20,1026113,237777,ballen@leakeandwatts.org,,1,7,1,08XARH
XARI,NYCEEC,X,Lehman College Childcare Center,,718-960-8746,250 Bedford Park Blvd Westÿ,10468,1,18,1013778,258009,jaci@imagineelc.com,http://imagineelc.com,8,3,1,10XARI
XARJ,NYCEEC,X,Santa Maria School,,718-863-5047,1651 Zerega Ave,10462,1,207,1025506,245112,santamariaec@yahoo.com,http://santamariabronx.org,7,3,1,11XARJ
XARK,NYCEEC,X,Sacred Heart Head Start,,718-293-2006,95 West 168th St,10452,3,18,1005170,244756,mserrano@cmcs.org,http://cmcs.org,3,4,1,09XARK
XARM,NYCEEC,X,Trabajamos Community Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-893-2865,940 East 156th St,10455,1,18,1011807,236731,lbtrabajamos_hs@yahoo.com,http://trabajamoschs.com,3,6,2,08XARM
XARO,NYCEEC,X,Trabajamos Community Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-933-5560,2260 Crotona Ave,10457,1,23,1016172,249507,kdelacruz.trabajamos@gmail.com,http://trabajamoschs.com,3,7,1,10XARO
XARP,NYCEEC,X,Just 4 Kids Monsignor Scanlan,,917-217-1781,955 Hutchinson Riv Pkwy,10465,1,18,1029305,240511,DJust4Kids@aol.com,,3,3,1,08XARP
XARQ,NYCEEC,X,Learning Ladder DCC,,718-618-0782,"100 Aldrich St, Bldg 15a",10475,1,36,1030787,256520,madelinaenriquez@allcareps.org,http://allcareps.org,3,6,1,11XARQ
XARR,NYCEEC,X,"Kiderific Nursery School, Inc.",,718-518-7170,1621 Pilgrim Ave,10461,1,26,1030173,246870,kiderific@gmail.com,http://kiderificnurseryschool.com,7,3,1,08XARR
XARS,NYCEEC,X,3467 Ready Set Learn,,718-665-1234,3467 Third Ave,10456,1,89,1010105,241705,rosecano29@gmail.com,http://rslcc.com,3,6,1,09XARS
XART,NYCEEC,X,Brightside Academy,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-292-0812,331 East 150th St,10451,1,49,1006379,237157,evasquez@brightsideacademy.com,http://brightsideacademy.com,5,7,1,07XART
XARV,NYCEEC,X,Bronx DCC Inc.,,718-240-9300,559 East Tremont Ave,10457,1,18,1013339,247756,Asad4222@gmail.com,,5,9,3,10XARV
XARW,NYCEEC,X,CS 61 Early Childhood,,718-764-2409,1550 Crotona Park East,10460,1,60,1013920,243972,lachellew@childrensaidsociety.org,http://childrensaidsociety.org,3,8,2,12XARW
XASA,NYCEEC,X,St. Dominics Torch,,347-270-9219,2195 Valentine Ave,10457,1,60,1012155,250830,jsuazo@sdomhome.org,,3,8,2,10XASA
XASB,NYCEEC,X,New Covenant Christian School,,718-328-6072,1179 Boston Rd,10456,1,18,1011106,241389,mmark@ncchristianschool.org,,5,9,3,9XASB
XASC,NYCEEC,X,Seabury CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-991-1500,575 Soundview Ave,10473,1,54,1022548,236873,spaye@leakeandwatts.org,,5,9,3,08XASC
XASE,NYCEEC,X,Ft. George Universal Pre - K,,212-795-9184,489 St Paul's Pl,10456,1,40,1010913,243946,agrossbard@ftgeocenterhs.org,,3,3,2,09XASE
XASH,NYCEEC,X,Tolentine Zeiser Community Life Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-933-6935,2340 Andrews Ave,10468,1,118,1010162,253394,mgmaggie2@aol.com,http://tzclc.org,3,1,1,10XASH
XASI,NYCEEC,X,"Garvey School, The",,718-320-3902,4120 Hutchinson Riv Pkwy,10475,1,72,1032645,253902,admissions@garveyschool.org,http://garveyschool.org,3,8,1,11XASI
XASN,NYCEEC,X,Lion Of Judah Christian Academy ( Lojca ),,718-772-3238,2336 Andrews Ave,10468,1,12,1010085,253313,lojcarev55@yahoo.com,,5,9,3,10XASN
XASO,NYCEEC,X,Mind - Builders Creative Arts Center,,718-652-6256,3415 Olinville Ave,10467,1,18,1020647,258378,madaha@mind-builders.org,http://mind-builders.org,5,9,3,11XASO
XAST,NYCEEC,X,Ciditty Kiddie Pre - K,,718-924-5758,1700 Seward Ave,10473,1,36,1020897,237399,iris7092002@yahoo.com,,5,9,3,08XAST
XASV,NYCEEC,X,"Bright Star Day Care At Rochambeau, Inc.",,718-864-8922,3130 Rochambeau Ave,10467,1,36,1017415,257712,brightstar3130@gmail.com,,5,9,3,10XASV
XASW,NYCEEC,X,Holy Spirit Head Start,,718-402-0081,1960 University Ave,10453,1,72,1008603,250307,rgershenlowy@cmcs.org,http://cmcs.org,5,9,3,10XASW
XASX,NYCEEC,X,St. Barnabas School,,718-324-1088,413 East 241st St,10470,1,180,1021464,267963,b229@adnyeducation.org,http://stbarnabasschool.org,5,9,3,11XASX
XASY,NYCEEC,X,Holy Rosary Early Childhood At St. Mary Star Of The Sea,,718-652-1838,580 Minnieford Ave,10464,1,36,1042492,250627,b204@adnyeducation.org,http://holyrosaryschoolbronx.org,5,9,3,11XASY
XATC,NYCEEC,X,United Bronx Parents,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-259-7443,1332 Fulton Ave,10456,1,36,1011231,242773,,,5,9,3,09XATC
XATD,NYCEEC,X,Bronx Community College ECC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-289-5461,2010 Sedgwick,10468,1,24,1007708,251676,shauna.harper@bcc.cuny.edu,http://bcc.cuny.edu/bcckids,3,3,2,10XATD
XATE,NYCEEC,X,Susan Wagner Day School,,718-547-0501,4102 White Plns Rd,10466,1,110,1023358,263832,susanwagnerdayschool1@yahoo.com,,3,3,1,11XATE
XATH,NYCEEC,X,St. Clare Of Assisi Early Childhood Academy,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-892-4080,1925 Hone Ave,10461,1,120,1023859,249455,,,5,9,3,11XATH
XATI,NYCEEC,X,Sunshine Day Care,,718-989-9804,416 Willis Ave,10454,1,72,1006478,235518,liz@sunshinenewyork.com,http://sunshinenewyork.com,3,2,1,07XATI
XATQ,NYCEEC,X,Brightside Academy - Webster,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-681-3040,1465 Webster Ave,10456,1,31,1010104,244599,apasaoglu@brightsideacademy.com,http://brightsideacademy.com,5,7,1,09XATQ
XATR,NYCEEC,X,Brightside Academy - White Plains #1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-653-3714,2901 White Plns Rd,10467,1,30,1020885,255652,tbansgopaul@brightsideacademy.com,http://brightsideacademy.com,5,7,1,11XATR
XAUP,NYCEEC,X,St. Martin Of Tours Head Start,,718-402-0081,695 East 182 St,10457,1,36,1015588,249231,rgershenlowy@cmcs.org,,5,9,3,10XAUP
XAUZ,NYCEEC,X,Bronxworks,,646-393-4000,1472 Montgomery Ave,10453,1,36,1006112,248011,Tomokpo@bronxworks.org,,5,9,3,09XAUZ
