,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
832,"751 Place John Paul Deaux, Jackson Square, New Orleans, LA 70116-3205","The Presbytere was designed in 1791 to match the Cabildo, alongside St. Louis Cathedral in the French Quarter. It stands today as a beautiful reminder of both Louisiana's singular past and its vibrant present.The Presbytere, originally called Casa Curial or ""Ecclesiastical House,"" was built on the site of the residence, or presbytere, of the Capuchin monks. The building was used for commercial purposes until 1834 when it became a courthouse. In 1911, it became part of the Louisiana State Museum. Two exhibitions are on display-""Living with Hurricanes: Katrina and Beyond"" tells of rescue, rebuilding and renewal, and ""Mardi Gras: It's Carnival Time in Louisiana"" captures the fun and fantasy of the annual celebration.",2,NA,-90.06276369999999,29.9572584,NA,The Presbytere,+1 504-568-6968,30,4.5,496,319
833,"100 E Las Flores Ave, Ridgecrest, CA 93555-3654",NA,0,NA,-117.6693522,35.6304115,NA,Maturango Museum,760-375-6900,1,4.5,71,8
834,"3331 Tamiami Trl E, Naples, FL 34112-4901","Nestled on five acres of native Florida landscaping, our flagship museum at the County Government center in Naples offers newly created exhibits and galleries that capture the full panorama of local history. Pack a picnic and linger a while in the museum's shady backyard. Then do a little exploring on your own in our native gardens, restored Naples cottages, the archaeology lab, Seminole village or Calusa Indian camp.",0,NA,-81.7651059,26.1260971,NA,Collier County Museum,+1 239-252-8476,33,4.5,97,119
835,"1051 5th Ave S, Naples, FL 34102-6413","Long hidden on the fringe of Florida's Gulf coast and overlooked by developers until well into the 1880s, Naples' catalyst for settlement finally arrived forty years later when two rival railroads rolled into town within ten days of each other.",0,NA,-81.79302150000001,26.1428968,NA,Naples Depot Museum,+1 239-262-6525,26,4.5,124,119
836,"3133 W US Highway 34, Grand Island, NE 68801-7485",NA,0,NA,-98.37335999999999,40.8837736,NA,Stuhr Museum of the Prairie Pioneer,308-385-5316,1,4.5,147,16
837,"18001 Yorba Linda Blvd, Yorba Linda, CA 92886-3903",The permanent museum galleries at the Richard Nixon Presidential Library and Museum are currently undergoing a major $15 million renovation.,0,NA,-117.8190353,33.8894551,NA,Richard Nixon Presidential Library and Museum,+1 714-993-5075,1,4.5,476,5
838,"2180 S Carson St, Carson City, NV 89701-5552",Train buffs will love this museum which features a diverse collection of photographs and artifacts that trace Nevada's railroad history. Highlights include a 19th-century rail equipment exhibit and five steam locomotives.,0,NA,-119.7683431,39.1484666,NA,Nevada State Railroad Museum,+1 775-687-6953,2,4.5,186,42
839,"1302 Main St, Saint Johnsbury, VT 05819-2248",A museum that resembles a storybook castle offers a variety: vintage toys and weapons to fossils and antiques.,0,NA,-72.0198478,44.4200506,NA,Fairbanks Museum and Planetarium,802 748 2372,3,4.5,103,12
840,"490 S Center St, Reno, NV 89501-2105",NA,0,NA,-119.8089704,39.5217158,More than 3 hours ,Terry Lee Wells Nevada Discovery Museum,17757861000,9,4.5,154,120
841,"1250 New York Ave NW, Washington DC, DC 20005-3970","Founded in 1981 and opened in 1987, the National Museum of Women in the Arts is the only museum solely dedicated to celebrating the achievements of women in the visual, performing and literary arts. The museum's collection features 4,500 works from the 16th century to the present created by more than 1,000 artists, including Mary Cassatt, Frida Kahlo, Alma Thomas, Lee Krasner, Louise Bourgeois, Chakaia Booker and Nan Goldin, along with special collections of 18th-century silver tableware and botanical prints. NMWA is located at 1250 New York Avenue, NW, Washington, D.C., In a landmark building near the White House.",1,NA,-77.0291441,38.9001095,NA,National Museum of Women in the Arts,+1 202-783-5000,59,4.5,213,398
842,"711 S 2nd Ave, Pocatello, ID 83201-6520",NA,0,NA,-112.4412901,42.8600319,NA,Museum of Clean,(208) 232-3535 ,1,4.5,129,21
843,"2313 Red River St, Austin, TX 78705-5737","The LBJ Presidential Library houses 45 million pages of historical documents, including 650,000 photos, one million feet of film, 2,000 oral histories, and 5,000 hours of recordings from the public career of President Lyndon B. Johnson and his close associates. In addition to permanent exhibits which tell the story of Lyndon B. Johnson's presidency, the library hosts temporary exhibits throughout the year. The Library is open every day (except for Thanksgiving, Christmas, and New Year's Day), 9 a.m.-5 p.m. Admission is $8 for adults, $5 for seniors 62 and older, $3 for children 13-17, and $3 for college students with valid ID. Free admission is given to children 12 and under, active military, student groups, and UT students, faculty, staff and administrators with valid ID. Free parking is available in visitor lot #38.",2,NA,-97.7291965,30.2858055,NA,LBJ Presidential Library,+1 512-721-0200,3,4.5,"1,714",296
844,"125 N Front St, Memphis, TN 38103-1713",Island containing a 52-acre park that is home to the River Walk and the Mississippi River Museum accessible only by a footbridge. ,2,NA,-90.0528575,35.1487317,2-3 hours ,Mud Island River Park,800.507.6507,16,4.0,679,147
845,"1340 N Pennsylvania St, Denver, CO 80203-2417","This fancy antique-filled Victorian house was the home of Molly Brown, a famous survivor of the Titanic.",0,NA,-104.9807549,39.7375032,NA,Molly Brown House Museum,303 832 4092,15,4.5,848,231
846,"1 Memorial Dr, Kansas City, MO 64108-4604",NA,0,NA,-94.5862454,39.0749606,NA,The Money Museum,18168812683,23,4.0,273,147
847,"950 Independence Ave SW, Washington DC, DC 20560-0006",Part of the Smithsonian Institution that concentrates on crafts and objects from the sub-Saharan region of Africa.,1,NA,-77.02550699999999,38.8879326,NA,National Museum of African Art,202.633.4600,86,4.0,153,398
848,"2017 N Greenfield Rd, Mesa, AZ 85215-2401","The Arizona base of the Commemorative Air Force is the largest vintage military aircraft unit in the world. Don't just view history, live it! Experience what it's like to fly in a WWII B-17 Bomber. After your flight, get up close and personal with historic warbird aircraft like the P-51 Mustang and C-47 Flying Mule. Tour our 55,000 square feet museum and learn about the Tuskegee airmen, Women Air Force Service Pilots, and countless heroes.",0,NA,-111.7346582,33.45253,2-3 hours ,Commemorative Air Force Museum,+1 480-924-1940,2,4.5,269,57
849,"124 College Dr, Casper, WY 82601-4611",NA,0,NA,-106.323819,42.8340951,NA,Tate Geological Museum,307/268-2447,3,4.5,73,21
850,"1852 W 19th St, Chicago, IL 60608-2706","Enjoy one of the country's largest collections of Mexican art and culture, including a vibrant textile collection including indigenous outfits and weavings, folk art including masks and Da de los Muertos artifacts and ephemera documenting the Chicano Movement. Open daily 10am-5pm, closed Mondays.",0,No ,-87.6729641,41.8561698,1-2 hours ,National Museum of Mexican Art,312 738 1503,80,4.5,126,614
851,"83 King St, Saint Augustine, FL 32084-4382","Take a step back in time as you enter this Grand Gilded Age home, built by Franklin W. Smith in 1883. Franklin Smith, an eclectic world traveler, was originally from Boston, and he built the Villa Zorayda as his winter home in St. Augustine, FL. Smith was the innovator of poured concrete and crushed coquina construction that is seen throughout St. Augustine today. On the ""National Register of Historic Places"", the Villa Zorayda is a 1/10th scale reproduction of a portion of the Moorish Castle, the Alhambra Palace in Granada, Spain. View the elegant traceries on the walls made of alabaster and plaster which were made in Spain using the same molds that the Moors used for the walls of the Alhambra Palace! In addition to the magnificent architecture of the building is the original art and antique collection: hand pierced brass lamps, hand carved and exquisite inlaid furniture, an Egyptian rug over 2400 years old, and much more! You will also see beautiful hand painted Spanish & Egyptian tiles, Moorish horseshoe arches, and the beautiful architectural details from the Alhambra Palace. Learn the 133 year history of the Villa Zorayda as you take a state-of-the-art audio guided tour, which run continuously throughout the day. The audio guided tour is available in English, Spanish and French. Free parking while visiting the Museum.",1,NA,-81.3151295,29.8915785,<1 hour ,Villa Zorayda Museum,+1 904 829 9887,41,4.5,264,164
852,"Highway 24 at 21st Street, Pikes Peak, Colorado Springs, CO",Relive the racy days of the Old West when miners dug for gold and cowboys rode the range at this reconstructed ghost town and museum.,0,NA,-104.8213634,38.8338816,NA,Ghost Town Museum,719-634-0696,32,3.5,198,134
853,"1 Palm Dr, 1 Palm Drive, 70124, New Orleans, Louisiana, New Orleans, LA 70124-4608","One of the largest urban parks in the country, City Park has golf, tennis and horseback riding. ",6,No ,-90.10254259999999,30.0103282,2-3 hours ,New Orleans City Park,504-482-4888,8,4.5,"2,988",319
854,"Fifth Avenue From 82nd to 105th Streets, New York City, NY",A 22-block stretch along Fifth Avenue that is filled with museums and other art institutions.,0,NA,-73.9382042,40.7879827,NA,Museum Mile,2126062296,260,4.5,32,"1,028"
855,"3700 Blackhawk Plaza Cir, Danville, CA 94506-4652","Since opening in August 1988, Blackhawk Museums has displayed classic automobiles and myriad exhibitions exemplifying art, technology and history. Local students, residents and international visitors enjoy educational presentations, cultural programs and volunteer opportunities. Since the beginning it has been home to the Blackhawk Automotive Museum with over 55 vintage, classic, rare and sports automobiles on display. These automobiles are regarded as works of art and range from the dawn of the motoring age through the 1960's. In 2015, a new exhibition, The Spirit of the Old West opened, telling the story of the western frontier from the perspective of both the Native Americans and the settlers before, during and after the expansion west. The exhibition features authentic artifacts from the period, a large diorama depicting key historic moments, scenes of wildlife from the frontier and other elements that bring the past to life. Other exhibitions on display include the Wheelchair Foundation Gallery and an exhibition of Juke Boxes from the Golden Age and vintage oil pumps.",0,NA,-121.9172563,37.8015087,1-2 hours ,Blackhawk Museum,19257362280,1,4.5,211,14
856,"120 W 9th St, Leadville, CO 80461-3403",NA,0,NA,-106.2934737,39.2511965,NA,National Mining Hall of Fame & Museum,719-486-1229,1,4.5,205,37
857,"24 N Section St, Fairhope, AL 36532-2205",NA,0,NA,-87.9027089,30.5237443,NA,Fairhope Museum,2519291471,3,4.5,87,25
858,"2050 34th Way, Largo, FL 33771-4094","Welcome! Step inside our award-winning museum and take a journey through Pearl Harbor, the South Pacific, Germany, A French Village and more. Immerse yourself in 50,000 square feet of space boasting extraordinary sights, scents and sounds that envelop you. Take a ride on an authentic WWII M8 Reconnaissance Vehicle, ride the Virtual Voyager motion simulator time capsule, similar to those found at Universal Studios, and submerge your senses. Witness an extensive array of animated dioramas, unique displays, authentic memorabilia, equipment, artifacts, vehicles and rotating exhibits along with audio/visual effects with the utmost quality and accurate representation. Its always evolving, educating and electrifying for all ages!",0,NA,-82.7522221,27.898585,NA,Armed Forces History Museum,727-539-8371,4,4.5,213,29
859,"200 E 3rd St, Little Rock, AR 72201-1608","Recalling Arkansas' frontier days with restored pre-Civil War houses plus a museum center featuring full-scale galleries, interactive exhibits and more.",0,NA,-92.2690198,34.7464092,NA,Historic Arkansas Museum,501-324-9351,19,4.5,129,86
860,"8325 Travelair St, Houston, TX 77061-4716",NA,0,NA,-95.2862215,29.647038,NA,1940 Air Terminal Museum,(713) 454-1940 ,37,4.5,105,261
861,"3400 NE Grand Blvd, Oklahoma City, OK 73111-4417","Come spend an afternoon at the Oklahoma Railway Museum. There's something for everyone! Come see freight cars, passenger cars, and even a real steam engine on display. And best of all, you can ride the train! Trains operate first and third Saturdays - April to August. We're just minutes from the Interstate, so come join in the fun at the Oklahoma Railway Museum. Our museum is open every Thursday, Friday, & Saturday 9:00 to 5:00. Admission to the museum is free.",0,NA,-97.4675918,35.5056216,NA,Oklahoma Railway Museum,+1 405-424-8222,40,4.0,43,118
